"id_pieza","nombre","familia","vehiculo_id","precio","canal_venta","stock_disponible"
"2713","Freno delantero","Frenos","17","52","Wallapop","37"
"2714","Salpicadero","Interior","3","125","Recambio Azul","45"
"2715","Muelle","SuspensiÃ³n","84","63","eBay","14"
"2716","BaterÃ­a 12V","Electricidad","9","64","Wallapop","31"
"2717","Llanta AleaciÃ³n","Ruedas","23","42","Ovoko","49"
"2718","Motor 1.6","Motor","85","449","Recambio Verde","20"
"2719","Amortiguador","SuspensiÃ³n","77","136","Recambio Azul","21"
"2720","NeumÃ¡tico","Ruedas","96","88","Wallapop","31"
"2721","BaterÃ­a 12V","Electricidad","35","120","Wallapop","33"
"2722","Motor de arranque","Electricidad","37","182","Recambio Azul","10"
"2723","Freno trasero","Frenos","94","68","Recambio Verde","38"
"2724","Motor 1.6","Motor","61","431","Recambio Verde","39"
"2725","NeumÃ¡tico","Ruedas","94","70","Recambio Azul","2"
"2726","Volante","Interior","16","114","eBay","44"
"2727","Amortiguador","SuspensiÃ³n","63","86","Ovoko","15"
"2728","Caja de cambios","Motor","42","278","Wallapop","49"
"2729","Alternador","Electricidad","96","126","Recambio Verde","18"
"2730","NeumÃ¡tico","Ruedas","1","68","Recambio Verde","17"
"2731","Muelle","SuspensiÃ³n","10","68","Ovoko","6"
"2732","BaterÃ­a 12V","Electricidad","36","68","Recambio Verde","5"
"2733","Turbo","Motor","39","769","Ovoko","31"
"2734","Salpicadero","Interior","61","141","Ovoko","5"
"2735","Alternador","Electricidad","78","159","Wallapop","4"
"2736","Disco de freno","Frenos","59","74","Wallapop","34"
"2737","Motor 1.6","Motor","20","211","eBay","11"
"2738","Motor 1.6","Motor","65","792","Recambio Azul","20"
"2739","Puerta","CarrocerÃ­a","55","53","Wallapop","37"
"2740","Puerta","CarrocerÃ­a","51","113","Recambio Verde","41"
"2741","CapÃ³","CarrocerÃ­a","9","153","Wallapop","34"
"2742","Llanta AleaciÃ³n","Ruedas","48","35","eBay","12"
"2743","Caja de cambios","Motor","37","392","Ovoko","30"
"2744","Asiento","Interior","42","58","Wallapop","8"
"2745","Salpicadero","Interior","21","93","eBay","40"
"2746","CapÃ³","CarrocerÃ­a","45","82","eBay","42"
"2747","Asiento","Interior","88","63","eBay","35"
"2748","Alternador","Electricidad","85","103","Ovoko","35"
"2749","NeumÃ¡tico","Ruedas","69","34","Wallapop","49"
"2750","Llanta AleaciÃ³n","Ruedas","31","71","Recambio Verde","30"
"2751","Asiento","Interior","43","37","eBay","41"
"2752","Volante","Interior","88","56","Recambio Verde","39"
"2753","Retrovisor","CarrocerÃ­a","62","67","Wallapop","5"
"2754","Turbo","Motor","26","299","eBay","41"
"2755","CapÃ³","CarrocerÃ­a","39","121","Wallapop","36"
"2756","Salpicadero","Interior","46","128","eBay","6"
"2757","Retrovisor","CarrocerÃ­a","86","236","Ovoko","17"
"2758","Disco de freno","Frenos","63","43","Wallapop","6"
"2759","Asiento","Interior","51","28","Recambio Verde","16"
"2760","Disco de freno","Frenos","1","58","eBay","30"
"2761","Motor 1.6","Motor","19","510","Wallapop","23"
"2762","Caja de cambios","Motor","54","241","Wallapop","40"
"2763","Amortiguador","SuspensiÃ³n","4","128","Recambio Verde","7"
"2764","BaterÃ­a 12V","Electricidad","66","120","Wallapop","1"
"2765","BaterÃ­a 12V","Electricidad","16","65","eBay","3"
"2766","Freno delantero","Frenos","40","83","Ovoko","47"
"2767","Amortiguador","SuspensiÃ³n","68","140","Wallapop","40"
"2768","Caja de cambios","Motor","12","760","Recambio Verde","47"
"2769","Retrovisor","CarrocerÃ­a","97","105","Ovoko","46"
"2770","NeumÃ¡tico","Ruedas","15","48","Recambio Azul","25"
"2771","Puerta","CarrocerÃ­a","51","67","eBay","48"
"2772","Asiento","Interior","48","45","Recambio Verde","29"
"2773","Freno trasero","Frenos","90","58","Recambio Verde","34"
"2774","NeumÃ¡tico","Ruedas","74","37","Recambio Azul","36"
"2775","Alternador","Electricidad","41","32","Ovoko","13"
"2776","Caja de cambios","Motor","5","733","eBay","39"
"2777","Volante","Interior","9","91","Wallapop","25"
"2778","Salpicadero","Interior","67","101","Recambio Verde","17"
"2779","Retrovisor","CarrocerÃ­a","85","347","eBay","12"
"2780","Muelle","SuspensiÃ³n","64","113","Wallapop","41"
"2781","CapÃ³","CarrocerÃ­a","40","309","eBay","39"
"2782","Motor de arranque","Electricidad","9","124","Wallapop","43"
"2783","Amortiguador","SuspensiÃ³n","62","108","eBay","48"
"2784","NeumÃ¡tico","Ruedas","3","25","Recambio Verde","38"
"2785","Muelle","SuspensiÃ³n","41","80","eBay","32"
"2786","Disco de freno","Frenos","11","65","Ovoko","1"
"2787","Muelle","SuspensiÃ³n","64","101","Recambio Azul","18"
"2788","CapÃ³","CarrocerÃ­a","53","336","eBay","7"
"2789","Salpicadero","Interior","90","72","Wallapop","44"
"2790","Motor de arranque","Electricidad","2","72","eBay","28"
"2791","Salpicadero","Interior","46","77","Recambio Azul","30"
"2792","Muelle","SuspensiÃ³n","75","133","Recambio Verde","17"
"2793","BaterÃ­a 12V","Electricidad","1","121","eBay","20"
"2794","BaterÃ­a 12V","Electricidad","92","117","Recambio Azul","14"
"2795","CapÃ³","CarrocerÃ­a","67","60","Recambio Verde","18"
"2796","NeumÃ¡tico","Ruedas","82","75","Recambio Verde","26"
"2797","Caja de cambios","Motor","75","709","eBay","27"
"2798","NeumÃ¡tico","Ruedas","7","31","eBay","7"
"2799","Freno trasero","Frenos","49","49","Ovoko","4"
"2800","Asiento","Interior","51","99","eBay","35"
"2801","NeumÃ¡tico","Ruedas","37","75","Ovoko","23"
"2802","CapÃ³","CarrocerÃ­a","88","272","Ovoko","16"
"2803","NeumÃ¡tico","Ruedas","38","35","Recambio Verde","28"
"2804","Salpicadero","Interior","83","83","Recambio Verde","33"
"2805","NeumÃ¡tico","Ruedas","49","73","eBay","19"
"2806","Volante","Interior","35","124","Wallapop","49"
"2807","Turbo","Motor","66","510","eBay","18"
"2808","Amortiguador","SuspensiÃ³n","56","87","Recambio Verde","38"
"2809","Llanta AleaciÃ³n","Ruedas","83","84","Recambio Verde","21"
"2810","Llanta AleaciÃ³n","Ruedas","51","65","Ovoko","2"
"2811","Puerta","CarrocerÃ­a","98","60","Recambio Verde","32"
"2812","NeumÃ¡tico","Ruedas","76","94","eBay","42"
"2813","CapÃ³","CarrocerÃ­a","87","397","Recambio Verde","17"
"2814","Motor 1.6","Motor","98","311","Recambio Azul","35"
"2815","Retrovisor","CarrocerÃ­a","5","357","Recambio Verde","4"
"2816","Muelle","SuspensiÃ³n","47","145","Ovoko","48"
"2817","Freno trasero","Frenos","38","44","Recambio Azul","41"
"2818","Motor 1.6","Motor","43","358","Wallapop","45"
"2819","BaterÃ­a 12V","Electricidad","13","107","Recambio Azul","8"
"2820","Llanta AleaciÃ³n","Ruedas","89","89","Recambio Verde","39"
"2821","Amortiguador","SuspensiÃ³n","40","96","Ovoko","43"
"2822","Amortiguador","SuspensiÃ³n","12","98","Recambio Verde","2"
"2823","Freno delantero","Frenos","27","66","Wallapop","48"
"2824","Retrovisor","CarrocerÃ­a","39","272","Ovoko","3"
"2825","Volante","Interior","85","128","Recambio Azul","11"
"2826","CapÃ³","CarrocerÃ­a","51","281","Wallapop","3"
"2827","Motor 2.0 TDI","Motor","37","338","Recambio Azul","23"
"2828","Llanta AleaciÃ³n","Ruedas","49","86","Wallapop","29"
"2829","NeumÃ¡tico","Ruedas","36","51","Ovoko","24"
"2830","Motor de arranque","Electricidad","26","190","eBay","23"
"2831","Llanta AleaciÃ³n","Ruedas","74","75","Wallapop","18"
"2832","CapÃ³","CarrocerÃ­a","43","147","Wallapop","39"
"2833","Amortiguador","SuspensiÃ³n","92","144","Wallapop","26"
"2834","Retrovisor","CarrocerÃ­a","93","76","Wallapop","12"
"2835","Muelle","SuspensiÃ³n","96","97","Ovoko","10"
"2836","Puerta","CarrocerÃ­a","72","307","Ovoko","46"
"2837","Freno delantero","Frenos","88","117","Recambio Azul","10"
"2838","BaterÃ­a 12V","Electricidad","98","72","Ovoko","27"
"2839","Turbo","Motor","94","657","Recambio Verde","38"
"2840","Llanta AleaciÃ³n","Ruedas","83","67","Wallapop","3"
"2841","Llanta AleaciÃ³n","Ruedas","52","94","Recambio Azul","31"
"2842","Volante","Interior","72","133","eBay","40"
"2843","Asiento","Interior","14","42","Recambio Verde","10"
"2844","Llanta AleaciÃ³n","Ruedas","86","73","Ovoko","19"
"2845","Caja de cambios","Motor","63","422","eBay","7"
"2846","Llanta AleaciÃ³n","Ruedas","34","77","Recambio Azul","19"
"2847","CapÃ³","CarrocerÃ­a","1","121","eBay","36"
"2848","Volante","Interior","80","37","Recambio Azul","46"
"2849","Freno delantero","Frenos","92","106","Wallapop","48"
"2850","Asiento","Interior","22","46","eBay","36"
"2851","Muelle","SuspensiÃ³n","94","130","eBay","19"
"2852","Volante","Interior","51","134","Wallapop","23"
"2853","BaterÃ­a 12V","Electricidad","82","111","Recambio Verde","48"
"2854","CapÃ³","CarrocerÃ­a","77","225","eBay","19"
"2855","Puerta","CarrocerÃ­a","81","53","Recambio Verde","46"
"2856","Retrovisor","CarrocerÃ­a","48","310","eBay","6"
"2857","Caja de cambios","Motor","49","327","Ovoko","30"
"2858","Puerta","CarrocerÃ­a","41","269","eBay","15"
"2859","Retrovisor","CarrocerÃ­a","68","145","Ovoko","46"
"2860","Amortiguador","SuspensiÃ³n","39","94","Recambio Verde","27"
"2861","Llanta AleaciÃ³n","Ruedas","48","46","Wallapop","10"
"2862","Retrovisor","CarrocerÃ­a","62","165","Wallapop","9"
"2863","CapÃ³","CarrocerÃ­a","27","83","Wallapop","36"
"2864","Motor 2.0 TDI","Motor","55","435","Recambio Verde","29"
"2865","Salpicadero","Interior","37","88","Ovoko","2"
"2866","Amortiguador","SuspensiÃ³n","3","74","eBay","47"
"2867","Motor 1.6","Motor","43","568","eBay","38"
"2868","Freno trasero","Frenos","65","83","Wallapop","4"
"2869","Volante","Interior","53","33","Recambio Verde","35"
"2870","Retrovisor","CarrocerÃ­a","28","141","Wallapop","1"
"2871","Amortiguador","SuspensiÃ³n","8","128","Wallapop","29"
"2872","Llanta AleaciÃ³n","Ruedas","67","42","Recambio Azul","3"
"2873","NeumÃ¡tico","Ruedas","83","33","Recambio Azul","17"
"2874","Salpicadero","Interior","38","117","eBay","33"
"2875","Salpicadero","Interior","73","23","Recambio Verde","21"
"2876","NeumÃ¡tico","Ruedas","1","58","Wallapop","10"
"2877","Volante","Interior","62","69","Recambio Azul","17"
"2878","Turbo","Motor","63","522","Recambio Verde","10"
"2879","Freno delantero","Frenos","98","100","eBay","29"
"2880","Freno trasero","Frenos","32","104","Ovoko","47"
"2881","CapÃ³","CarrocerÃ­a","54","166","Recambio Azul","43"
"2882","Muelle","SuspensiÃ³n","58","65","eBay","47"
"2883","Turbo","Motor","73","658","Recambio Azul","6"
"2884","Motor 2.0 TDI","Motor","55","211","Recambio Verde","16"
"2885","Turbo","Motor","87","732","Recambio Verde","23"
"2886","Alternador","Electricidad","3","139","Ovoko","6"
"2887","Motor 2.0 TDI","Motor","99","282","eBay","30"
"2888","Muelle","SuspensiÃ³n","18","107","Recambio Verde","4"
"2889","Llanta AleaciÃ³n","Ruedas","53","83","eBay","21"
"2890","Amortiguador","SuspensiÃ³n","13","121","Recambio Azul","33"
"2891","Volante","Interior","7","49","Recambio Azul","17"
"2892","Motor 2.0 TDI","Motor","87","619","Ovoko","18"
"2893","Asiento","Interior","17","118","Recambio Verde","40"
"2894","Llanta AleaciÃ³n","Ruedas","17","67","Recambio Verde","11"
"2895","Llanta AleaciÃ³n","Ruedas","6","78","Recambio Azul","8"
"2896","BaterÃ­a 12V","Electricidad","30","64","Recambio Azul","18"
"2897","Freno trasero","Frenos","60","104","Recambio Azul","35"
"2898","Retrovisor","CarrocerÃ­a","6","215","eBay","6"
"2899","Retrovisor","CarrocerÃ­a","1","129","Wallapop","44"
"2900","Freno trasero","Frenos","42","102","eBay","35"
"2901","Puerta","CarrocerÃ­a","92","308","Wallapop","1"
"2902","CapÃ³","CarrocerÃ­a","2","84","eBay","13"
"2903","Freno trasero","Frenos","5","93","Recambio Azul","12"
"2904","Volante","Interior","29","140","Recambio Verde","45"
"2905","Muelle","SuspensiÃ³n","2","97","Recambio Verde","40"
"2906","Amortiguador","SuspensiÃ³n","89","67","Wallapop","37"
"2907","CapÃ³","CarrocerÃ­a","15","270","eBay","32"
"2908","Retrovisor","CarrocerÃ­a","46","174","Recambio Verde","31"
"2909","Puerta","CarrocerÃ­a","68","398","Recambio Azul","35"
"2910","Retrovisor","CarrocerÃ­a","49","255","Recambio Verde","40"
"2911","Retrovisor","CarrocerÃ­a","56","133","Ovoko","15"
"2912","Turbo","Motor","47","533","eBay","5"
"2913","CapÃ³","CarrocerÃ­a","94","289","Ovoko","18"
"2914","Motor 1.6","Motor","30","781","Recambio Verde","46"
"2915","Disco de freno","Frenos","34","85","Recambio Verde","36"
"2916","BaterÃ­a 12V","Electricidad","31","72","Wallapop","37"
"2917","CapÃ³","CarrocerÃ­a","93","158","Recambio Azul","33"
"2918","Motor de arranque","Electricidad","51","185","Recambio Azul","29"
"2919","Disco de freno","Frenos","87","70","Recambio Azul","10"
"2920","Freno delantero","Frenos","82","112","Recambio Azul","47"
"2921","Retrovisor","CarrocerÃ­a","26","85","eBay","22"
"2922","NeumÃ¡tico","Ruedas","25","41","Ovoko","11"
"2923","Muelle","SuspensiÃ³n","7","124","Recambio Verde","28"
"2924","Puerta","CarrocerÃ­a","40","102","Ovoko","43"
"2925","BaterÃ­a 12V","Electricidad","84","84","Ovoko","21"
"2926","Freno delantero","Frenos","58","66","Recambio Azul","26"
"2927","Llanta AleaciÃ³n","Ruedas","63","24","Recambio Verde","9"
"2928","Llanta AleaciÃ³n","Ruedas","95","74","Ovoko","6"
"2929","Muelle","SuspensiÃ³n","86","68","eBay","46"
"2930","Retrovisor","CarrocerÃ­a","84","380","Recambio Azul","30"
"2931","Retrovisor","CarrocerÃ­a","30","292","Ovoko","9"
"2932","Asiento","Interior","71","45","Ovoko","13"
"2933","Llanta AleaciÃ³n","Ruedas","63","34","Ovoko","39"
"2934","Llanta AleaciÃ³n","Ruedas","45","24","Ovoko","8"
"2935","Muelle","SuspensiÃ³n","44","115","eBay","32"
"2936","Volante","Interior","57","131","Recambio Verde","2"
"2937","Turbo","Motor","62","256","Recambio Verde","21"
"2938","Puerta","CarrocerÃ­a","11","220","eBay","3"
"2939","BaterÃ­a 12V","Electricidad","58","85","eBay","14"
"2940","Volante","Interior","96","98","Wallapop","47"
"2941","BaterÃ­a 12V","Electricidad","73","94","Ovoko","17"
"2942","CapÃ³","CarrocerÃ­a","94","346","eBay","25"
"2943","Amortiguador","SuspensiÃ³n","75","114","Wallapop","43"
"2944","Puerta","CarrocerÃ­a","86","379","Wallapop","6"
"2945","Llanta AleaciÃ³n","Ruedas","23","99","eBay","3"
"2946","Motor 1.6","Motor","62","712","Wallapop","22"
"2947","Motor 2.0 TDI","Motor","74","359","Recambio Verde","27"
"2948","Turbo","Motor","11","333","Ovoko","42"
"2949","Amortiguador","SuspensiÃ³n","52","108","Ovoko","8"
"2950","Freno trasero","Frenos","58","51","Wallapop","42"
"2951","NeumÃ¡tico","Ruedas","49","70","Wallapop","29"
"2952","Motor de arranque","Electricidad","33","83","Wallapop","18"
"2953","NeumÃ¡tico","Ruedas","44","63","Recambio Azul","1"
"2954","Asiento","Interior","49","20","eBay","18"
"2955","BaterÃ­a 12V","Electricidad","13","81","eBay","5"
"2956","Disco de freno","Frenos","66","47","Recambio Azul","48"
"2957","Retrovisor","CarrocerÃ­a","83","375","eBay","41"
"2958","BaterÃ­a 12V","Electricidad","39","83","Recambio Azul","40"
"2959","Motor de arranque","Electricidad","1","98","Wallapop","35"
"2960","Retrovisor","CarrocerÃ­a","25","136","Recambio Verde","28"
"2961","Motor 2.0 TDI","Motor","72","357","Wallapop","31"
"2962","Alternador","Electricidad","90","114","Recambio Azul","5"
"2963","Disco de freno","Frenos","11","48","eBay","41"
"2964","NeumÃ¡tico","Ruedas","19","65","Recambio Azul","9"
"2965","Motor 1.6","Motor","56","437","Ovoko","37"
"2966","Volante","Interior","32","136","eBay","37"
"2967","Motor de arranque","Electricidad","46","75","Ovoko","3"
"2968","Alternador","Electricidad","4","68","eBay","5"
"2969","Asiento","Interior","87","145","Ovoko","14"
"2970","NeumÃ¡tico","Ruedas","57","70","Recambio Azul","4"
"2971","Motor 2.0 TDI","Motor","34","384","Recambio Azul","17"
"2972","Llanta AleaciÃ³n","Ruedas","54","93","Recambio Azul","8"
"2973","Disco de freno","Frenos","46","117","Wallapop","42"
"2974","Volante","Interior","11","36","Ovoko","46"
"2975","Asiento","Interior","92","45","Recambio Verde","14"
"2976","Turbo","Motor","72","688","Recambio Verde","38"
"2977","Amortiguador","SuspensiÃ³n","32","102","eBay","25"
"2978","Turbo","Motor","18","393","Ovoko","48"
"2979","Disco de freno","Frenos","3","55","Ovoko","49"
"2980","Llanta AleaciÃ³n","Ruedas","52","20","eBay","40"
"2981","Asiento","Interior","28","61","eBay","28"
"2982","Retrovisor","CarrocerÃ­a","22","383","eBay","31"
"2983","CapÃ³","CarrocerÃ­a","45","221","Recambio Azul","49"
"2984","Motor 2.0 TDI","Motor","18","599","Ovoko","24"
"2985","Amortiguador","SuspensiÃ³n","9","122","Wallapop","49"
"2986","NeumÃ¡tico","Ruedas","80","21","Wallapop","45"
"2987","Asiento","Interior","57","130","Recambio Verde","42"
"2988","BaterÃ­a 12V","Electricidad","27","166","Recambio Azul","20"
"2989","NeumÃ¡tico","Ruedas","12","75","Wallapop","16"
"2990","Disco de freno","Frenos","68","107","Wallapop","21"
"2991","Disco de freno","Frenos","87","112","Recambio Verde","40"
"2992","Asiento","Interior","22","79","Recambio Azul","19"
"2993","Volante","Interior","39","34","eBay","6"
"2994","CapÃ³","CarrocerÃ­a","27","130","eBay","44"
"2995","Motor de arranque","Electricidad","99","120","Ovoko","30"
"2996","Muelle","SuspensiÃ³n","67","68","Recambio Azul","14"
"2997","Muelle","SuspensiÃ³n","66","89","Recambio Verde","29"
"2998","Salpicadero","Interior","23","105","Ovoko","18"
"2999","CapÃ³","CarrocerÃ­a","20","372","eBay","45"
"3000","NeumÃ¡tico","Ruedas","1","33","Wallapop","39"
"3001","Alternador","Electricidad","17","38","Ovoko","9"
"3002","NeumÃ¡tico","Ruedas","88","84","eBay","44"
"3003","Turbo","Motor","69","233","Wallapop","46"
"3004","Freno trasero","Frenos","98","64","Ovoko","15"
"3005","Retrovisor","CarrocerÃ­a","23","326","Wallapop","30"
"3006","Disco de freno","Frenos","86","79","Recambio Verde","9"
"3007","Motor 2.0 TDI","Motor","98","729","Ovoko","34"
"3008","Amortiguador","SuspensiÃ³n","85","78","Ovoko","34"
"3009","Muelle","SuspensiÃ³n","84","86","Recambio Azul","30"
"3010","Muelle","SuspensiÃ³n","8","132","Recambio Azul","46"
"3011","Alternador","Electricidad","26","117","Wallapop","21"
"3012","Disco de freno","Frenos","22","86","Ovoko","2"
"3013","Motor de arranque","Electricidad","40","193","Wallapop","31"
"3014","Motor de arranque","Electricidad","91","145","Ovoko","42"
"3015","BaterÃ­a 12V","Electricidad","72","108","Wallapop","17"
"3016","Freno trasero","Frenos","69","49","Recambio Azul","31"
"3017","Llanta AleaciÃ³n","Ruedas","60","21","eBay","12"
"3018","Retrovisor","CarrocerÃ­a","19","242","eBay","47"
"3019","CapÃ³","CarrocerÃ­a","35","347","Recambio Azul","40"
"3020","Retrovisor","CarrocerÃ­a","65","115","eBay","15"
"3021","Motor de arranque","Electricidad","75","57","eBay","43"
"3022","Alternador","Electricidad","58","170","Recambio Verde","28"
"3023","BaterÃ­a 12V","Electricidad","56","137","Recambio Verde","38"
"3024","Volante","Interior","50","111","Recambio Azul","4"
"3025","Retrovisor","CarrocerÃ­a","24","321","Recambio Verde","48"
"3026","NeumÃ¡tico","Ruedas","36","52","Recambio Azul","22"
"3027","Alternador","Electricidad","95","192","Recambio Verde","17"
"3028","Amortiguador","SuspensiÃ³n","44","142","Recambio Verde","7"
"3029","Motor 1.6","Motor","72","335","Recambio Azul","26"
"3030","CapÃ³","CarrocerÃ­a","6","372","Wallapop","14"
"3031","Puerta","CarrocerÃ­a","53","83","Ovoko","4"
"3032","Alternador","Electricidad","78","125","Recambio Azul","47"
"3033","Motor de arranque","Electricidad","77","39","Recambio Verde","17"
"3034","CapÃ³","CarrocerÃ­a","25","159","Ovoko","4"
"3035","Motor 1.6","Motor","63","329","Recambio Verde","30"
"3036","Asiento","Interior","40","73","Ovoko","39"
"3037","Freno trasero","Frenos","65","86","Recambio Azul","35"
"3038","Alternador","Electricidad","54","152","Recambio Verde","29"
"3039","CapÃ³","CarrocerÃ­a","29","138","eBay","19"
"3040","Alternador","Electricidad","28","59","Wallapop","24"
"3041","Motor de arranque","Electricidad","97","168","Recambio Verde","19"
"3042","NeumÃ¡tico","Ruedas","13","98","Recambio Azul","7"
"3043","Retrovisor","CarrocerÃ­a","22","298","Recambio Azul","41"
"3044","Disco de freno","Frenos","74","118","Recambio Verde","33"
"3045","Turbo","Motor","83","409","Ovoko","34"
"3046","Volante","Interior","62","56","Recambio Azul","15"
"3047","Amortiguador","SuspensiÃ³n","65","145","eBay","48"
"3048","NeumÃ¡tico","Ruedas","79","97","Recambio Azul","33"
"3049","Turbo","Motor","91","723","Recambio Verde","21"
"3050","Volante","Interior","79","143","Recambio Verde","47"
"3051","Muelle","SuspensiÃ³n","20","136","Ovoko","16"
"3052","Turbo","Motor","65","683","Recambio Azul","21"
"3053","Salpicadero","Interior","23","57","Wallapop","49"
"3054","Freno delantero","Frenos","45","45","Recambio Azul","4"
"3055","Disco de freno","Frenos","30","113","eBay","47"
"3056","Alternador","Electricidad","89","147","eBay","15"
"3057","Motor 1.6","Motor","94","209","Recambio Azul","21"
"3058","Puerta","CarrocerÃ­a","90","55","Ovoko","32"
"3059","Alternador","Electricidad","5","56","Ovoko","47"
"3060","Asiento","Interior","24","96","Recambio Verde","42"
"3061","Amortiguador","SuspensiÃ³n","66","143","eBay","27"
"3062","Turbo","Motor","15","232","Recambio Azul","37"
"3063","Volante","Interior","74","128","Wallapop","37"
"3064","NeumÃ¡tico","Ruedas","41","67","Wallapop","27"
"3065","CapÃ³","CarrocerÃ­a","85","231","Ovoko","47"
"3066","Llanta AleaciÃ³n","Ruedas","78","38","Recambio Azul","28"
"3067","Freno delantero","Frenos","41","105","Wallapop","33"
"3068","Disco de freno","Frenos","76","65","eBay","38"
"3069","Volante","Interior","24","86","Recambio Azul","39"
"3070","Amortiguador","SuspensiÃ³n","31","79","Wallapop","31"
"3071","Muelle","SuspensiÃ³n","24","69","eBay","12"
"3072","Freno delantero","Frenos","2","90","eBay","49"
"3073","Amortiguador","SuspensiÃ³n","28","64","Recambio Azul","33"
"3074","Muelle","SuspensiÃ³n","16","68","Recambio Verde","6"
"3075","Puerta","CarrocerÃ­a","54","84","Recambio Azul","17"
"3076","Muelle","SuspensiÃ³n","64","70","Ovoko","27"
"3077","Freno trasero","Frenos","28","46","Recambio Azul","46"
"3078","Llanta AleaciÃ³n","Ruedas","6","87","Ovoko","18"
"3079","Muelle","SuspensiÃ³n","84","121","Wallapop","32"
"3080","Freno delantero","Frenos","33","66","Recambio Azul","37"
"3081","Volante","Interior","39","113","Recambio Verde","49"
"3082","Amortiguador","SuspensiÃ³n","61","105","Recambio Verde","35"
"3083","Motor 1.6","Motor","8","714","eBay","39"
"3084","Amortiguador","SuspensiÃ³n","85","83","Wallapop","22"
"3085","Amortiguador","SuspensiÃ³n","55","132","Ovoko","45"
"3086","Muelle","SuspensiÃ³n","56","107","Wallapop","24"
"3087","Salpicadero","Interior","67","115","Ovoko","14"
"3088","Alternador","Electricidad","61","67","Recambio Azul","14"
"3089","Muelle","SuspensiÃ³n","75","112","Ovoko","31"
"3090","Asiento","Interior","6","88","Recambio Azul","20"
"3091","Caja de cambios","Motor","94","262","Ovoko","4"
"3092","Salpicadero","Interior","9","138","Recambio Verde","33"
"3093","Freno delantero","Frenos","16","115","Recambio Azul","8"
"3094","Motor de arranque","Electricidad","25","142","Wallapop","19"
"3095","Amortiguador","SuspensiÃ³n","36","110","Recambio Azul","23"
"3096","Volante","Interior","5","74","Wallapop","6"
"3097","Volante","Interior","72","143","Recambio Azul","9"
"3098","Puerta","CarrocerÃ­a","54","237","Recambio Verde","33"
"3099","Motor de arranque","Electricidad","93","56","Recambio Azul","16"
"3100","Freno delantero","Frenos","16","51","Recambio Verde","48"
"3101","Puerta","CarrocerÃ­a","49","315","eBay","17"
"3102","BaterÃ­a 12V","Electricidad","16","77","Recambio Azul","41"
"3103","Alternador","Electricidad","73","169","Recambio Azul","9"
"3104","Freno delantero","Frenos","36","83","eBay","35"
"3105","Disco de freno","Frenos","73","113","eBay","5"
"3106","Retrovisor","CarrocerÃ­a","73","332","Wallapop","25"
"3107","Muelle","SuspensiÃ³n","99","81","Wallapop","19"
"3108","Puerta","CarrocerÃ­a","10","192","eBay","24"
"3109","Muelle","SuspensiÃ³n","98","140","Recambio Azul","48"
"3110","Puerta","CarrocerÃ­a","8","92","Wallapop","12"
"3111","Alternador","Electricidad","50","101","Recambio Azul","43"
"3112","Puerta","CarrocerÃ­a","62","327","Ovoko","16"
"3113","NeumÃ¡tico","Ruedas","68","28","Ovoko","30"
"3114","Puerta","CarrocerÃ­a","5","292","Recambio Azul","35"
"3115","Motor 2.0 TDI","Motor","82","496","Ovoko","13"
"3116","Alternador","Electricidad","47","173","Recambio Azul","22"
"3117","Retrovisor","CarrocerÃ­a","61","87","Wallapop","13"
"3118","Motor 1.6","Motor","95","337","Recambio Azul","10"
"3119","Salpicadero","Interior","41","140","Recambio Azul","46"
"3120","Retrovisor","CarrocerÃ­a","44","271","eBay","31"
"3121","Freno delantero","Frenos","17","53","eBay","40"
"3122","NeumÃ¡tico","Ruedas","54","57","Ovoko","43"
"3123","Turbo","Motor","16","328","Wallapop","8"
"3124","Freno delantero","Frenos","93","100","Recambio Verde","33"
"3125","Motor de arranque","Electricidad","39","119","Recambio Azul","21"
"3126","Asiento","Interior","27","48","Recambio Azul","26"
"3127","Amortiguador","SuspensiÃ³n","91","112","Ovoko","31"
"3128","Caja de cambios","Motor","85","668","Ovoko","22"
"3129","Freno delantero","Frenos","58","62","eBay","38"
"3130","Freno trasero","Frenos","51","111","Recambio Azul","47"
"3131","Disco de freno","Frenos","89","107","Recambio Azul","44"
"3132","Retrovisor","CarrocerÃ­a","35","325","Recambio Verde","35"
"3133","Muelle","SuspensiÃ³n","81","96","Wallapop","29"
"3134","Muelle","SuspensiÃ³n","70","72","Recambio Azul","8"
"3135","Salpicadero","Interior","60","66","eBay","38"
"3136","Muelle","SuspensiÃ³n","60","86","Recambio Verde","48"
"3137","Motor 1.6","Motor","7","210","Recambio Verde","26"
"3138","Turbo","Motor","34","797","Recambio Verde","46"
"3139","Muelle","SuspensiÃ³n","10","99","Recambio Azul","7"
"3140","Retrovisor","CarrocerÃ­a","17","63","Wallapop","27"
"3141","Llanta AleaciÃ³n","Ruedas","14","75","eBay","20"
"3142","Muelle","SuspensiÃ³n","74","143","Ovoko","25"
"3143","BaterÃ­a 12V","Electricidad","45","77","Recambio Azul","12"
"3144","Disco de freno","Frenos","64","59","Ovoko","19"
"3145","Amortiguador","SuspensiÃ³n","98","146","Recambio Verde","13"
"3146","Retrovisor","CarrocerÃ­a","76","305","Wallapop","22"
"3147","Freno trasero","Frenos","51","58","Wallapop","22"
"3148","Motor 1.6","Motor","5","753","Recambio Verde","13"
"3149","Muelle","SuspensiÃ³n","76","113","Wallapop","46"
