"id_venta","pieza_id","fecha_venta","precio_venta","canal_venta"
"581","4791","2026-01-29","147,15","Recambio Verde"
"582","2741","2025-11-14","151,47","Recambio Azul"
"583","2741","2025-12-17","157,59","eBay"
"584","2918","2025-12-09","203,5","Recambio Azul"
"585","790","2025-06-20","704,64","eBay"
"586","2089","2025-08-02","71,04","Recambio Azul"
"587","3795","2025-04-22","25,11","eBay"
"588","3795","2026-02-17","29,16","Ovoko"
"589","2432","2025-04-24","140,14","Recambio Azul"
"590","3724","2025-02-18","438,44","eBay"
"591","1548","2025-08-07","56,68","Wallapop"
"592","3274","2025-05-21","71,54","Wallapop"
"593","3792","2026-02-11","62,62","Wallapop"
"594","533","2025-08-31","67,2","eBay"
"595","533","2026-03-12","67,2","Recambio Azul"
"596","3582","2025-01-31","97,97","Recambio Azul"
"597","1799","2026-01-02","116,15","Recambio Azul"
"598","2890","2025-05-18","130,68","eBay"
"599","4314","2025-03-11","382,72","Ovoko"
"600","4314","2025-04-06","364,32","Recambio Verde"
"601","2702","2025-09-18","665","Recambio Verde"
"602","2577","2026-02-21","132,84","Recambio Verde"
"603","1240","2025-03-26","44,16","eBay"
"604","204","2026-02-28","318,72","eBay"
"605","1180","2025-10-19","135,8","eBay"
"606","1180","2025-11-28","144,2","Recambio Verde"
"607","909","2025-07-12","159,5","Recambio Verde"
"608","909","2025-09-06","149,35","Ovoko"
"609","909","2025-04-03","152,25","Ovoko"
"610","4070","2025-01-28","77,76","eBay"
"611","4875","2025-10-06","516,48","Wallapop"
"612","1806","2026-01-21","616,59","Recambio Verde"
"613","4795","2025-10-17","526,71","eBay"
"614","1134","2025-03-02","528,65","Recambio Azul"
"615","1134","2025-07-23","485","Wallapop"
"616","4653","2025-04-24","113","eBay"
"617","338","2025-07-15","26,16","Recambio Verde"
"618","1763","2026-01-20","151,2","Wallapop"
"619","3158","2025-11-24","82,08","Recambio Verde"
"620","192","2025-03-05","83,16","Recambio Verde"
"621","4640","2025-08-29","380,1","eBay"
"622","37","2025-01-11","44,72","eBay"
"623","4301","2025-11-17","204,82","eBay"
"624","3886","2025-12-02","91,8","eBay"
"625","1178","2025-06-23","86,1","Ovoko"
"626","3478","2025-05-09","76,95","Recambio Azul"
"627","4565","2025-03-16","184","eBay"
"628","3411","2026-01-11","100,1","Recambio Azul"
"629","3012","2025-08-02","82,56","Ovoko"
"630","3083","2026-03-14","778,26","Wallapop"
"631","3207","2025-06-23","38,52","Wallapop"
"632","4414","2025-09-24","51,45","Recambio Verde"
"633","4474","2025-04-27","129,27","Recambio Azul"
"634","3967","2025-08-30","80,64","Ovoko"
"635","2780","2025-12-23","118,65","eBay"
"636","1968","2026-01-27","34,24","Recambio Azul"
"637","1471","2025-03-26","144,06","Recambio Verde"
"638","2718","2026-03-13","408,59","Ovoko"
"639","1598","2025-06-04","134,32","eBay"
"640","3035","2025-12-15","296,1","Recambio Verde"
"641","3298","2025-03-13","309,23","Ovoko"
"642","793","2026-02-18","74","Recambio Azul"
"643","2088","2025-07-11","83,42","Recambio Verde"
"644","4644","2025-03-25","67","Wallapop"
"645","4415","2025-12-11","395,6","Wallapop"
"646","2797","2025-07-20","659,37","eBay"
"647","3455","2025-01-29","117,72","Wallapop"
"648","3261","2025-06-30","135,78","Wallapop"
"649","4418","2025-05-28","115,26","Recambio Azul"
"650","3472","2026-03-05","64,02","Recambio Verde"
"651","3646","2025-11-25","290,07","Recambio Azul"
"652","3646","2025-12-21","281,28","Wallapop"
"653","4592","2025-10-11","148,5","Ovoko"
"654","3863","2026-02-15","149","eBay"
"655","3517","2025-05-16","32,64","eBay"
"656","3871","2025-08-03","64,89","Recambio Verde"
"657","1447","2025-08-02","59,59","Recambio Azul"
"658","1172","2025-10-10","271,92","Ovoko"
"659","4446","2026-02-03","101,7","Recambio Azul"
"660","4458","2025-07-22","73,83","Recambio Azul"
"661","2116","2025-08-05","172,01","Recambio Azul"
"662","1072","2025-02-20","88","Recambio Verde"
"663","2280","2025-05-04","63,24","Recambio Azul"
"664","3089","2026-02-06","110,88","Recambio Azul"
"665","86","2025-11-29","104,5","Ovoko"
"666","2884","2025-04-13","198,34","Ovoko"
"667","3175","2025-03-07","23,66","Recambio Verde"
"668","1816","2025-08-12","109","Recambio Verde"
"669","1794","2025-12-07","48,51","Recambio Verde"
"670","1794","2025-01-14","49,98","eBay"
"671","3560","2025-06-22","203,98","Recambio Verde"
"672","591","2025-03-04","161,28","Recambio Azul"
"673","1208","2025-09-10","43,2","Recambio Verde"
"674","1208","2025-04-26","48,6","Recambio Azul"
"675","1208","2025-05-02","44,1","Wallapop"
"676","2517","2025-05-04","47,52","Recambio Verde"
"677","4146","2025-03-08","67,5","Ovoko"
"678","1475","2025-10-23","371,52","Wallapop"
"679","1120","2025-01-10","274","eBay"
"680","966","2025-02-13","306,94","Wallapop"
"681","2974","2025-12-07","33,12","Recambio Verde"
"682","2224","2025-05-07","114,66","eBay"
"683","125","2026-02-11","334,08","Recambio Azul"
"684","299","2025-10-11","53,36","Recambio Verde"
"685","299","2025-03-24","57,42","Wallapop"
"686","1990","2025-03-01","105,8","Recambio Azul"
"687","2764","2026-02-19","115,2","eBay"
"688","4751","2025-02-20","134,64","Recambio Verde"
"689","4751","2025-06-22","148,24","Wallapop"
"690","202","2025-10-08","43,43","Recambio Azul"
"691","4511","2026-02-14","352","Ovoko"
"692","1070","2025-11-18","74,62","Recambio Azul"
"693","2622","2025-09-11","85,05","Ovoko"
"694","4428","2025-12-15","154,76","Wallapop"
"695","4925","2025-02-07","23,76","Ovoko"
"696","3077","2025-04-12","50,14","Wallapop"
"697","1654","2025-07-03","99,99","Recambio Verde"
"698","330","2025-08-04","97,37","Recambio Azul"
"699","3485","2025-08-16","86,7","Recambio Verde"
"700","377","2025-06-08","309,75","Recambio Azul"
"701","377","2025-12-03","271,4","Recambio Azul"
"702","888","2025-04-17","100,1","eBay"
"703","3247","2025-08-21","150,8","eBay"
"704","4881","2025-11-21","185,18","Ovoko"
"705","4881","2025-12-06","189,12","Recambio Verde"
"706","3444","2026-02-21","78,72","Ovoko"
"707","2493","2025-06-06","85,36","Recambio Verde"
"708","2877","2025-01-18","66,24","Recambio Verde"
"709","3801","2025-12-24","71,4","Recambio Verde"
"710","3801","2025-01-21","72,1","Wallapop"
"711","4262","2025-03-15","98,28","Recambio Verde"
"712","1247","2026-01-12","346,71","Recambio Azul"
"713","1247","2025-04-22","388,62","eBay"
"714","1247","2025-07-29","342,9","Ovoko"
"715","3803","2025-07-11","24,15","Wallapop"
"716","4695","2025-01-22","56,68","Wallapop"
"717","1713","2025-02-07","139,36","eBay"
"718","917","2025-09-01","31,85","Wallapop"
"719","2161","2025-10-17","352,98","Wallapop"
"720","3322","2025-11-15","47,52","eBay"
"721","3832","2025-12-01","672,96","Recambio Verde"
"722","2604","2026-03-15","319,92","eBay"
"723","2604","2025-09-13","319,92","Recambio Azul"
"724","3473","2025-05-14","73,14","Wallapop"
"725","1075","2025-04-03","108,56","Recambio Verde"
"726","3495","2025-03-26","140,06","Ovoko"
"727","699","2026-02-17","47,25","Ovoko"
"728","1429","2025-02-02","61,61","Recambio Azul"
"729","493","2025-07-24","59,78","Recambio Azul"
"730","2723","2026-01-26","61,88","Ovoko"
"731","4144","2025-07-09","161,02","Recambio Verde"
"732","3199","2025-04-14","51,84","Recambio Azul"
"733","4583","2026-02-18","78,54","Wallapop"
"734","4583","2025-10-07","71,61","Ovoko"
"735","1661","2025-04-13","111,28","Recambio Verde"
"736","61","2025-02-19","32,01","Wallapop"
"737","61","2025-10-15","31,02","Wallapop"
"738","3180","2025-02-05","100,88","Recambio Verde"
"739","2896","2026-01-08","60,8","Wallapop"
"740","1304","2025-03-24","367,35","Wallapop"
"741","4343","2025-03-22","86,49","Wallapop"
"742","535","2025-05-12","92,82","Recambio Verde"
"743","1292","2025-10-28","47,52","Wallapop"
"744","1292","2025-07-07","40,92","Ovoko"
"745","1637","2025-01-31","134,2","Ovoko"
"746","1637","2025-06-15","111,02","Recambio Verde"
"747","3903","2025-02-06","510,92","Recambio Verde"
"748","3017","2025-02-17","22,89","Recambio Verde"
"749","4100","2025-10-15","482","Recambio Verde"
"750","4484","2025-07-10","237,12","eBay"
"751","2348","2025-04-09","54","Wallapop"
"752","2399","2025-07-18","201,4","Recambio Verde"
"753","1732","2025-02-20","101,52","Wallapop"
"754","4517","2025-07-30","67,1","eBay"
"755","2597","2026-02-25","124,3","Ovoko"
"756","4952","2025-12-29","65,66","Wallapop"
"757","4952","2025-06-05","64,32","Wallapop"
"758","4851","2025-03-08","101,52","eBay"
"759","4851","2025-10-27","84,6","Recambio Azul"
"760","3564","2026-01-07","365,76","Recambio Azul"
"761","1534","2025-09-11","114,48","eBay"
"762","1534","2025-05-10","106,92","Recambio Azul"
"763","1534","2025-06-16","116,64","Recambio Azul"
"764","2272","2025-12-28","88,2","Recambio Azul"
"765","900","2026-02-23","36,1","Recambio Verde"
"766","2878","2025-10-26","553,32","eBay"
"767","2377","2025-05-13","97,52","Wallapop"
"768","4502","2025-09-25","39,2","eBay"
"769","4502","2025-02-16","42,8","Recambio Azul"
"770","4502","2025-06-24","42","eBay"
"771","2763","2025-05-03","138,24","eBay"
"772","1993","2025-08-22","26,4","Wallapop"
"773","3475","2025-05-04","171,15","Ovoko"
"774","3723","2025-09-01","69,12","eBay"
"775","3723","2026-01-23","59,52","Recambio Azul"
"776","488","2025-08-16","195,84","Recambio Azul"
"777","488","2025-08-28","172,8","Wallapop"
"778","3994","2025-09-30","79,57","Recambio Azul"
"779","3994","2025-12-11","77,38","eBay"
"780","3994","2026-01-24","68,62","Ovoko"
"781","4225","2026-01-21","153,52","Recambio Verde"
"782","836","2025-06-11","216,3","Wallapop"
"783","2049","2025-03-30","83,6","eBay"
"784","821","2025-02-03","51,87","eBay"
"785","4365","2025-11-06","46,44","eBay"
"786","901","2025-04-27","177,45","Recambio Verde"
"787","4025","2025-11-17","651,24","eBay"
"788","904","2026-03-03","716,83","Ovoko"
"789","62","2025-06-06","93,12","eBay"
"790","3203","2025-11-27","94,94","Wallapop"
"791","946","2025-09-04","523,58","Ovoko"
"792","2752","2026-02-01","55,44","Ovoko"
"793","3705","2025-03-21","50,76","Recambio Verde"
"794","3021","2025-11-03","62,7","Recambio Azul"
"795","3934","2026-02-17","212,1","Ovoko"
"796","770","2025-09-14","92","Wallapop"
"797","3044","2025-01-12","119,18","Wallapop"
"798","3044","2025-05-12","127,44","Ovoko"
"799","3044","2025-06-07","122,72","Wallapop"
"800","2347","2025-06-16","357,12","Wallapop"
"801","2455","2025-06-21","98,94","Ovoko"
"802","95","2025-05-23","228,98","eBay"
"803","1607","2025-10-24","61,88","Wallapop"
"804","2325","2026-01-09","88,35","eBay"
"805","59","2025-12-02","202,23","Recambio Azul"
"806","59","2025-05-11","173,88","Recambio Verde"
"807","59","2025-04-05","175,77","eBay"
"808","4130","2025-03-13","131,76","eBay"
"809","1946","2025-10-31","101,85","Ovoko"
"810","1801","2025-01-25","116","Recambio Verde"
"811","2233","2025-03-17","87,74","eBay"
"812","2861","2025-02-23","41,86","eBay"
"813","2861","2025-02-19","43,7","Recambio Verde"
"814","3774","2025-10-12","141,24","eBay"
"815","4924","2025-12-07","56,42","Recambio Verde"
"816","1545","2025-02-02","85,32","eBay"
"817","3105","2025-02-05","115,26","eBay"
"818","3816","2025-08-12","311,74","Ovoko"
"819","2053","2026-02-03","81,9","Wallapop"
"820","2057","2025-01-27","68,87","Ovoko"
"821","237","2025-09-27","113,85","Recambio Azul"
"822","237","2025-01-14","109,25","Recambio Verde"
"823","3056","2025-06-14","142,59","Wallapop"
"824","625","2026-01-06","286,08","Wallapop"
"825","2782","2026-02-16","112,84","Recambio Verde"
"826","1818","2025-12-02","79","eBay"
"827","4591","2025-06-22","81,9","Recambio Verde"
"828","4580","2025-03-12","64,86","Recambio Azul"
"829","3921","2025-07-25","365,75","eBay"
"830","2404","2025-06-09","80,64","Wallapop"
"831","2404","2026-03-12","89,04","Ovoko"
"832","2485","2026-01-22","95,95","Recambio Azul"
"833","1062","2025-03-30","110","Recambio Azul"
"834","4229","2026-02-15","225,04","Wallapop"
"835","2189","2025-03-07","126,5","Recambio Verde"
"836","2189","2025-06-05","113,85","Recambio Verde"
"837","4845","2025-03-23","418,7","Wallapop"
"838","2147","2025-07-03","39,06","Ovoko"
"839","3","2026-02-11","227,85","Recambio Azul"
"840","3809","2025-12-02","560,7","eBay"
"841","1404","2025-01-07","365,75","eBay"
"842","4526","2025-12-12","142,8","Recambio Verde"
"843","4386","2025-08-31","251,46","Ovoko"
"844","3794","2025-05-13","85,86","Recambio Verde"
"845","560","2025-10-31","459,68","Recambio Verde"
"846","2986","2025-06-11","22,68","eBay"
"847","3765","2026-01-19","116,64","Recambio Azul"
"848","4219","2025-03-31","111,36","Recambio Azul"
"849","3555","2025-10-09","695,52","Recambio Azul"
"850","3555","2025-12-14","703,08","Recambio Verde"
"851","3555","2025-04-26","748,44","Recambio Verde"
"852","1312","2025-05-14","70,38","Wallapop"
"853","1312","2025-06-21","63,48","Ovoko"
"854","3745","2025-04-17","31,5","eBay"
"855","3874","2025-08-28","313,41","Recambio Verde"
"856","755","2025-12-22","73,47","eBay"
"857","4996","2025-01-01","82,8","Recambio Verde"
"858","3528","2025-01-31","105,8","Ovoko"
"859","996","2026-01-19","49","Recambio Azul"
"860","996","2025-10-27","50","Wallapop"
"861","996","2025-06-30","47,5","Recambio Azul"
"862","1161","2025-12-07","55,64","Recambio Verde"
"863","3429","2025-02-26","98,88","Recambio Azul"
"864","2504","2025-12-26","545,6","Ovoko"
"865","3968","2025-12-20","84,46","eBay"
"866","151","2025-10-25","55,64","Recambio Azul"
"867","151","2025-12-13","46,8","Wallapop"
"868","1026","2025-10-10","65,66","Wallapop"
"869","1026","2025-11-13","65,66","Wallapop"
"870","1636","2026-03-15","125,28","Ovoko"
"871","4055","2025-02-09","644,84","Recambio Verde"
"872","2381","2025-06-16","111,02","Recambio Azul"
"873","4727","2025-12-20","92,15","Wallapop"
"874","4727","2025-04-09","104,76","eBay"
"875","2511","2025-07-12","35,34","Ovoko"
"876","1379","2025-08-24","757","eBay"
"877","3169","2025-08-28","784","Recambio Verde"
"878","961","2025-11-10","55","eBay"
"879","2181","2025-12-20","118,32","Recambio Verde"
"880","15","2026-01-18","586,81","Wallapop"
"881","3671","2025-08-21","57,2","Recambio Azul"
"882","624","2025-01-16","100,7","Recambio Verde"
"883","624","2025-04-19","94,05","Wallapop"
"884","624","2025-11-24","92,15","Recambio Verde"
"885","1054","2025-01-08","102,72","Wallapop"
"886","1892","2025-09-23","67,5","Recambio Azul"
"887","3771","2025-05-05","61,6","eBay"
"888","3771","2026-02-08","61,04","Recambio Azul"
"889","3771","2025-04-01","58,24","Recambio Verde"
"890","1116","2025-06-21","85,68","Recambio Verde"
"891","3797","2025-11-11","657,4","Recambio Azul"
"892","3178","2026-01-31","481,74","eBay"
"893","1977","2026-01-28","96,9","eBay"
"894","1977","2025-08-27","98,8","Ovoko"
"895","2630","2025-03-13","58,8","Recambio Azul"
"896","1056","2025-04-15","181,44","Recambio Verde"
"897","999","2025-06-18","156","Ovoko"
"898","3940","2025-02-19","144,84","Recambio Verde"
"899","1585","2025-07-15","53,69","Recambio Azul"
"900","1585","2025-12-25","56,64","Recambio Azul"
"901","4300","2025-04-06","98,58","Recambio Verde"
"902","3958","2025-02-07","119,9","eBay"
"903","871","2025-09-08","198,22","Wallapop"
"904","1559","2025-09-20","177,6","Recambio Verde"
"905","2114","2025-10-07","29,76","eBay"
"906","2510","2026-02-06","230,52","Recambio Verde"
"907","818","2025-05-18","320,25","Wallapop"
"908","543","2025-09-30","119","Recambio Azul"
"909","4936","2025-03-01","59,16","Ovoko"
"910","2600","2025-07-21","123,69","Ovoko"
"911","556","2025-09-18","121,2","Ovoko"
"912","4195","2025-12-14","64,6","eBay"
"913","3976","2026-01-28","141,11","Recambio Verde"
"914","2092","2025-08-02","103,88","Recambio Verde"
"915","4899","2025-04-25","145,5","Ovoko"
"916","323","2025-06-30","69,3","Recambio Azul"
"917","323","2025-11-05","69,96","Recambio Verde"
"918","2045","2025-03-26","108,48","Recambio Verde"
"919","777","2025-04-20","135,9","Wallapop"
"920","539","2025-03-17","82,45","eBay"
"921","4676","2025-05-22","41,42","Recambio Azul"
"922","4676","2025-07-02","41,04","Ovoko"
"923","3318","2026-02-09","296,8","eBay"
"924","789","2026-02-11","51,87","Recambio Azul"
"925","861","2025-05-30","105,3","Ovoko"
"926","861","2025-01-11","111,15","Ovoko"
"927","2204","2025-10-19","110,58","Recambio Azul"
"928","2204","2025-10-10","120,84","Ovoko"
"929","3688","2025-11-26","448,4","Ovoko"
"930","3688","2025-11-08","519,2","eBay"
"931","4356","2025-12-05","96,46","Ovoko"
"932","4028","2025-02-16","83,74","Recambio Azul"
"933","4228","2025-08-22","47,7","Ovoko"
"934","4228","2026-02-25","45,45","eBay"
"935","4228","2025-12-24","46,35","Recambio Verde"
"936","3849","2025-10-27","164,3","Recambio Azul"
"937","3849","2025-03-09","159,65","Recambio Azul"
"938","1656","2025-01-07","62,56","Wallapop"
"939","159","2025-12-12","99,19","Ovoko"
"940","159","2025-11-14","113,36","Wallapop"
"941","2393","2025-12-07","57,6","Ovoko"
"942","1989","2025-03-28","84,6","Wallapop"
"943","3637","2025-06-28","60","Ovoko"
"944","3637","2025-05-23","63","Recambio Azul"
"945","4648","2025-07-08","366,72","Ovoko"
"946","4194","2025-04-17","169,32","Recambio Verde"
"947","737","2025-11-29","87,22","Recambio Azul"
"948","3188","2025-02-07","33,92","Ovoko"
"949","262","2025-11-28","94,83","Wallapop"
"950","785","2026-03-05","106,92","eBay"
"951","1455","2025-09-24","24,24","eBay"
"952","1455","2025-10-05","24,48","Recambio Verde"
"953","1455","2026-02-21","24,72","Wallapop"
"954","2810","2025-06-04","61,1","Wallapop"
"955","2810","2025-07-14","64,35","eBay"
"956","564","2026-02-19","359,1","Ovoko"
"957","2516","2025-02-06","301,4","Wallapop"
"958","4876","2025-04-24","261,08","Wallapop"
"959","3779","2025-12-26","168,95","Recambio Verde"
"960","3449","2025-06-23","60,14","Wallapop"
"961","3449","2025-03-31","58,9","Recambio Azul"
"962","136","2025-01-28","99,96","Recambio Azul"
"963","1580","2025-07-14","70,84","Recambio Azul"
"964","3586","2026-01-23","169,6","Recambio Azul"
"965","4103","2025-10-02","43,6","Recambio Azul"
"966","4374","2025-11-03","110,4","Ovoko"
"967","2834","2025-05-04","77,52","Recambio Verde"
"968","1165","2025-05-21","564,3","Recambio Verde"
"969","4841","2026-02-26","156,2","Recambio Verde"
"970","3227","2025-02-04","57","Ovoko"
"971","4955","2025-11-02","326,23","Wallapop"
"972","2443","2025-06-28","98,58","Wallapop"
"973","4982","2025-06-25","106,05","eBay"
"974","2364","2026-02-03","70,4","Wallapop"
"975","1196","2025-06-26","65,1","Ovoko"
"976","1196","2025-11-10","65,72","Ovoko"
"977","4321","2026-02-25","47,94","eBay"
"978","66","2025-03-25","331,7","Recambio Verde"
"979","3635","2025-08-12","138,03","Wallapop"
"980","4512","2025-09-10","103","eBay"
"981","1671","2025-04-24","69,01","Recambio Azul"
"982","3741","2025-02-12","65,96","Recambio Azul"
"983","4220","2025-05-31","60,99","Recambio Azul"
"984","4104","2025-01-28","91,35","Recambio Verde"
"985","2475","2025-10-08","92,65","Wallapop"
"986","224","2025-07-21","97,52","Recambio Verde"
"987","2068","2025-04-05","130,68","eBay"
"988","4268","2025-05-21","84,24","Recambio Verde"
"989","1572","2025-12-28","121,68","Recambio Azul"
"990","1749","2026-01-18","174,72","eBay"
"991","2583","2026-01-09","165,36","Wallapop"
"992","734","2025-11-25","222,04","Recambio Verde"
"993","2021","2025-06-01","58,3","Recambio Azul"
"994","3221","2026-02-04","47,94","eBay"
"995","1073","2025-06-02","134,26","Recambio Azul"
"996","1073","2025-11-12","127,41","Wallapop"
"997","4590","2025-02-01","44,1","Recambio Verde"
"998","2783","2025-09-10","104,76","Ovoko"
"999","4834","2025-04-10","345,51","Recambio Verde"
"1000","1610","2025-01-17","131,3","Wallapop"
"1001","1649","2025-10-31","123","Recambio Azul"
"1002","4572","2025-03-20","325,85","eBay"
"1003","4677","2025-08-15","116,64","Ovoko"
"1004","3629","2026-03-10","70,84","Wallapop"
"1005","3384","2025-04-27","311,85","Wallapop"
"1006","2840","2025-10-17","67","eBay"
"1007","2807","2025-01-28","504,9","Wallapop"
"1008","2807","2025-04-25","494,7","Ovoko"
"1009","2807","2026-02-12","474,3","eBay"
"1010","3679","2025-03-13","82,56","Wallapop"
"1011","3400","2026-01-12","39,6","Ovoko"
"1012","2074","2025-03-21","50,49","eBay"
"1013","931","2025-07-08","144,16","Recambio Verde"
"1014","4450","2026-01-16","109,61","Ovoko"
"1015","3687","2025-01-02","497","Recambio Verde"
"1016","1982","2025-07-11","92,07","Ovoko"
"1017","1982","2025-11-05","103,95","Ovoko"
"1018","1982","2025-09-08","100,98","eBay"
"1019","911","2025-06-18","119,18","Recambio Azul"
"1020","4726","2025-08-29","128,62","Ovoko"
"1021","4726","2025-11-12","122,72","Recambio Azul"
"1022","4726","2025-04-16","125,08","Recambio Azul"
"1023","529","2025-04-15","38,52","Wallapop"
"1024","4973","2025-07-07","79,17","Recambio Azul"
"1025","1686","2025-07-13","95,23","eBay"
"1026","358","2025-12-21","44,69","Recambio Verde"
"1027","2773","2025-02-24","53,36","Recambio Verde"
"1028","2627","2025-01-29","113,28","eBay"
"1029","2627","2026-03-06","125,08","Recambio Verde"
"1030","2627","2025-03-22","125,08","eBay"
"1031","2135","2025-12-29","334,91","Ovoko"
"1032","1765","2025-06-10","709,8","Recambio Verde"
"1033","4921","2026-01-30","74,69","Wallapop"
"1034","1666","2025-04-26","92,15","Ovoko"
"1035","1766","2025-08-09","667,38","Ovoko"
"1036","196","2025-01-09","32,24","Ovoko"
"1037","3212","2025-01-04","108,15","Recambio Azul"
"1038","3556","2025-06-23","41,86","Ovoko"
"1039","2376","2025-12-31","358,9","eBay"
"1040","1747","2025-08-10","52,53","Recambio Verde"
"1041","1747","2025-12-04","47,43","Recambio Azul"
"1042","4462","2025-03-25","40,8","eBay"
"1043","4462","2025-12-19","40","eBay"
"1044","407","2025-12-23","167,81","Recambio Azul"
"1045","4909","2025-10-10","68,2","Recambio Azul"
"1046","3265","2025-04-30","86,92","eBay"
"1047","1014","2025-03-16","305,91","Ovoko"
"1048","1182","2025-09-26","56,16","Wallapop"
"1049","1182","2025-07-11","56,16","Ovoko"
"1050","1182","2025-11-15","47,32","Recambio Verde"
"1051","3337","2026-02-23","43,68","Recambio Azul"
"1052","1139","2025-02-26","622,6","eBay"
"1053","2415","2025-05-24","587,86","Ovoko"
"1054","2564","2025-05-08","219,45","Wallapop"
"1055","171","2025-05-15","71,94","Recambio Verde"
"1056","171","2025-12-28","67,98","Recambio Verde"
"1057","171","2025-10-20","62,04","eBay"
"1058","2417","2025-12-03","38,13","Recambio Verde"
"1059","2417","2025-01-20","38,95","Recambio Verde"
"1060","1082","2025-11-07","193,5","Recambio Verde"
"1061","3143","2025-10-03","75,46","Ovoko"
"1062","401","2025-06-28","73,32","Wallapop"
"1063","1078","2025-11-14","75","Wallapop"
"1064","1078","2025-01-08","72,75","Ovoko"
"1065","3766","2025-02-01","348,74","Recambio Verde"
"1066","3766","2026-02-05","299,39","Recambio Verde"
"1067","1323","2025-12-23","72,8","Ovoko"
"1068","791","2025-08-29","278,4","Wallapop"
"1069","75","2025-08-31","201,96","Recambio Azul"
"1070","2753","2025-01-06","67","Recambio Verde"
"1071","4053","2025-12-19","346,32","Wallapop"
"1072","3533","2025-06-27","342","Ovoko"
"1073","3534","2025-08-08","145,8","Recambio Verde"
"1074","1345","2025-03-03","72,08","Recambio Azul"
"1075","912","2025-03-13","57,96","Recambio Verde"
"1076","205","2025-01-28","81,34","Ovoko"
"1077","205","2025-10-09","84,66","Wallapop"
"1078","3015","2025-05-26","109,08","Ovoko"
"1079","482","2025-01-26","551,46","Recambio Verde"
"1080","2665","2025-10-24","373,43","Wallapop"
"1081","64","2025-11-29","75,44","eBay"
"1082","1723","2026-02-18","158,4","Recambio Verde"
"1083","1189","2026-01-10","59,85","Wallapop"
"1084","584","2025-03-19","49,82","Wallapop"
"1085","3497","2025-05-11","622,8","Ovoko"
"1086","3121","2025-09-07","55,12","eBay"
"1087","1709","2025-02-28","101","eBay"
"1088","1122","2025-03-05","112,53","Recambio Verde"
"1089","3890","2025-09-02","93,93","eBay"
"1090","3959","2025-11-26","100,8","Recambio Verde"
"1091","3959","2025-07-12","108,64","Recambio Azul"
"1092","45","2025-01-28","77,25","Wallapop"
"1093","1705","2026-01-08","68,16","Recambio Verde"
"1094","9","2025-09-17","203,84","eBay"
"1095","3974","2026-02-05","94,76","Recambio Verde"
"1096","3974","2026-01-31","87,4","Ovoko"
"1097","3974","2025-02-07","99,36","Wallapop"
"1098","1288","2025-06-07","90,9","eBay"
"1099","1346","2026-02-18","125,1","Recambio Verde"
"1100","4423","2025-07-18","108,1","Recambio Verde"
"1101","4423","2025-01-09","110,4","Ovoko"
"1102","4423","2025-05-12","124,2","Ovoko"
"1103","2760","2025-06-05","53,36","Wallapop"
"1104","1444","2025-06-11","95","Recambio Verde"
"1105","4163","2025-04-06","46,46","Recambio Verde"
"1106","3655","2026-01-31","102,72","Recambio Verde"
"1107","1270","2025-03-20","66","eBay"
"1108","211","2025-12-14","181,8","Wallapop"
"1109","3496","2025-04-28","265,36","Wallapop"
"1110","2099","2025-02-25","35,88","Ovoko"
"1111","2287","2026-03-15","61,1","Ovoko"
"1112","2671","2025-05-23","69,12","Recambio Azul"
"1113","4664","2025-09-11","73,14","Recambio Verde"
"1114","1986","2025-05-30","44,16","Wallapop"
"1115","2071","2025-06-19","691,6","Wallapop"
"1116","2071","2025-02-11","645,05","eBay"
"1117","4445","2025-08-12","144,84","Recambio Verde"
"1118","4639","2025-09-22","51,84","eBay"
"1119","2999","2025-04-06","349,68","Ovoko"
"1120","2999","2025-04-26","390,6","Wallapop"
"1121","3736","2025-09-12","318,6","eBay"
"1122","3307","2025-08-06","66,74","Recambio Azul"
"1123","3307","2025-09-27","68,87","Recambio Azul"
"1124","3307","2026-03-15","77,39","eBay"
"1125","2879","2026-02-25","106","Ovoko"
"1126","2879","2025-12-24","108","Wallapop"
"1127","413","2025-03-02","31,28","eBay"
"1128","3388","2025-07-26","124,46","eBay"
"1129","988","2025-07-04","134,32","Ovoko"
"1130","3846","2026-01-09","58,41","eBay"
"1131","3846","2025-11-29","55,46","Recambio Azul"
"1132","2715","2026-02-15","63,63","Recambio Verde"
"1133","2715","2026-02-22","61,11","eBay"
"1134","2715","2025-02-04","63,63","Ovoko"
"1135","3744","2025-04-02","148,32","Recambio Azul"
"1136","2086","2025-05-05","294,32","Recambio Verde"
"1137","908","2025-12-09","92,15","Recambio Azul"
"1138","908","2025-02-06","99,75","Ovoko"
"1139","4707","2025-04-15","111,24","Recambio Verde"
"1140","1214","2025-11-07","120,6","Recambio Verde"
"1141","1106","2026-03-03","40,28","eBay"
"1142","4617","2025-09-07","129,22","Recambio Verde"
"1143","4617","2025-06-06","144,84","eBay"
"1144","3237","2025-02-23","250,04","eBay"
"1145","1738","2025-03-15","66,34","Recambio Verde"
"1146","1738","2026-01-09","66,96","Ovoko"
"1147","1738","2025-08-06","56,42","Recambio Azul"
"1148","4297","2025-06-09","38","Recambio Verde"
"1149","4297","2025-07-25","36","Wallapop"
"1150","4297","2025-01-16","38","Recambio Azul"
"1151","1579","2025-04-22","549,9","Recambio Azul"
"1152","4673","2025-01-19","60,72","eBay"
"1153","4477","2025-09-24","31,28","Recambio Verde"
